field_key,view_modules,data_modules,shared_between,recommendation
target,"hr_recruitment, point_of_sale, l10n_be_hr_payroll_273S_274, website, csl_sale, sale_ebay, mrp, stock, hr_timesheet, sale_subscription, cloud_base, sale_timesheet, payment, hr_appraisal, csl_project_repair, crm, product_margin, sale_renting, lunch, bista_aws_s3_file_storage, pos_l10n_se, crm_helpdesk, sign, crm_sms, l10n_cl, sale_crm, event_barcode, bista_convert_product, base_setup, mass_mailing, coupon, sale, stock_barcode, account_bank_statement_import, l10n_ph, iot, base, social, documents, hr_contract_sign, l10n_in_hr_payroll, portal, marketing_automation, l10n_mx_xml_polizas, switch_user_app, planning, membership, hr, website_slides, l10n_be_hr_payroll_posted_employee, documents_spreadsheet, sms, helpdesk_repair, website_crm_partner_assign, website_sale, hr_expense, mrp_mps, hr_referral, base_import_module, l10n_eu_service, l10n_be_hr_payroll, l10n_fr_fec, gamification, sh_purchase_tags, sh_base_whatsapp_integration, split_rfq, hr_attendance, microsoft_calendar, hr_contract_salary, csl_rma, project, l10n_be_hr_payroll_variable_revenue, sh_merge_purchase_order, account_winbooks_import, sale_coupon, purchase, stock_move_location, industry_fsm, l10n_pe_edi, hr_payroll, google_calendar, csl_product, l10n_be_reports, snailmail, event_sale, sale_product_configurator, hr_holidays, l10n_ar_edi, hr_gamification, quality_mrp_workorder, l10n_sg_reports, mass_mailing_sms, delivery_easypost, hr_expense_extract, mrp_workorder, hr_payroll_edit_lines, quality_control, delivery, stock_picking_batch, account, purchase_stock, csl_purchase, sale_renting_sign",,views,Consider moving field definition to core if views manipulate same data
line_ids,"hr_payroll, l10n_cn, l10n_be_hr_payroll, l10n_gcc_invoice, account, purchase_requisition, l10n_fr_hr_payroll, stock",,views,Consider moving field definition to core if views manipulate same data
tax_ids,"l10n_gcc_invoice, hr_expense, l10n_cl_edi, account, account_edi_ubl, csl_invoice",,views,Consider moving field definition to core if views manipulate same data
journal_id,"account, l10n_ar_edi, l10n_in",,views,Consider moving field definition to core if views manipulate same data
context,"csl_project_repair_assignee_log, helpdesk, hr_recruitment, point_of_sale, onedrive, website, csl_sale, mrp_plm, industry_fsm_sale, mrp, website_slides_forum, stock, industry_fsm_report, sale_subscription, hr_timesheet, cloud_base, sale_timesheet, l10n_lu_reports, hr_appraisal, website_sale_slides, csl_project_repair, crm, sale_amazon, sale_renting, website_slides_survey, lunch, bista_aws_s3_file_storage, sign, crm_sms, l10n_cl, sale_crm, website_calendar, stock_account, note, base_setup, mass_mailing, coupon, sale, stock_barcode, website_event_track, l10n_au_reports, csl_timesheet, account_bank_statement_import, im_livechat, iot, base, social, documents, l10n_de_reports, l10n_ar_reports, event_crm, web_studio, marketing_automation, switch_user_app, planning, membership, hr, website_slides, l10n_lu_reports_electronic, documents_spreadsheet, sms, website_crm_partner_assign, website_sale, fetchmail, hr_expense, account_batch_payment, project_repair_workflow, quality_mrp, account_asset, l10n_be_hr_payroll, l10n_latam_invoice_document, purchase_requisition, gamification, account_budget, hr_attendance, pos_sale, l10n_cl_reports, analytic, csl_account, product, industry_fsm_sale_report, hr_contract_salary, csl_rma, l10n_in_reports, project, stock_enterprise, l10n_latam_base, sale_coupon, sale_expense, contacts, hr_contract, purchase, stock_move_location, industry_fsm, hr_payroll, resource, project_forecast, l10n_be_reports, event_sale, fleet, hr_holidays, project_timesheet_forecast, hr_gamification, quality_mrp_workorder, l10n_ar, mass_mailing_sms, mrp_workorder, extra_addons, sale_stock_renting, quality_control, delivery, voip, google_spreadsheet, website_event_track_gantt, hr_work_entry, maintenance, stock_barcode_picking_batch, sale_subscription_dashboard, stock_picking_batch, helpdesk_timesheet, account, purchase_stock, csl_purchase",,views,Consider moving field definition to core if views manipulate same data
global,"account_asset, account_followup, sh_purchase_custom_checklist, account_online_synchronization, project_timesheet_forecast, hr_expense, sh_report_section, hr_recruitment, iot, account_budget, base",,views,Consider moving field definition to core if views manipulate same data
domain_force,"hr_work_entry_contract, website_sale, website_crm_partner_assign, test_access_rights, website_forum, account_followup, resource, timesheet_grid, hr_expense, mrp_mps, website_livechat, hr_recruitment, stock_account, account_batch_payment, note, auth_totp, coupon, hr_skills, event_sms, website_event_track, account_asset, mail, l10n_be_hr_payroll, l10n_fr_fec, documents_account, account_online_synchronization, project_timesheet_forecast, sh_report_section, purchase_requisition, gamification, iot, account_budget, website_blog, pos_sale, l10n_uk_reports, sale_project, marketing_automation_sms, repair, website_slides_forum, account_online_sync, industry_fsm_report, l10n_cl_edi_boletas, sale_subscription, iap, sale_timesheet, test_mail, base, l10n_fr_pos_cert, hr_presence, l10n_de_pos_cert, payment, l10n_ar_reports, sale_expense, website_event_track_exhibitor, timer, hr_contract_salary, website_membership, delivery, stock_landed_costs, hr_work_entry, csl_project_repair, sale_amazon, sale_renting, sh_purchase_custom_checklist, helpdesk_timesheet, l10n_mx_edi, sale_coupon, website_customer, stock_sms, website_event_sale, calendar_sms, website_sale_wishlist, website_event_meet, crm_sms, sms",,views,Consider moving field definition to core if views manipulate same data
active,"website_sale, sale_management, website_forum, mail_github, l10n_mx_edi, sale_expense",,views,Consider moving field definition to core if views manipulate same data
ref,"l10n_ar, l10n_gcc_invoice, l10n_mx_edi, account, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
date,"l10n_cl_edi_boletas, industry_fsm_report, l10n_cn, hr_expense, l10n_mx_edi, account, l10n_in_hr_payroll, helpdesk_sale_timesheet, stock",,views,Consider moving field definition to core if views manipulate same data
amount_total,"sale, l10n_ar, l10n_gcc_invoice, l10n_de_pos_cert, account, purchase, repair",,views,Consider moving field definition to core if views manipulate same data
view_ids,"website_sale, helpdesk, coupon, mrp_plm, account_asset, stock, base, documents, mrp_workorder, csl_account, product, hr_contract_salary, project, quality_control, delivery, maintenance, planning, crm, csl_purchase",,views,Consider moving field definition to core if views manipulate same data
move_id,"csl_sale, l10n_mx_edi, account, l10n_mx_edi_stock",,views,Consider moving field definition to core if views manipulate same data
action,"social, crm, mass_mailing_sms",,views,Consider moving field definition to core if views manipulate same data
ir.cron.name,base,"partner_autocomplete, data_cleaning, account_followup, data_merge, l10n_lu_reports_electronic_xml_2_0, website, website_twitter, account_edi, currency_rate_live, purchase, hr_holidays, csl_attendance, partner_commission, social, base, l10n_it_edi_sdicoop, auth_signup, l10n_fr_pos_cert, payment, project, l10n_lu_saft, marketing_automation, csl_project_repair, maintenance, crm, sale_amazon, crm_iap_lead_enrich, digest, account, account_auto_transfer, l10n_lu_reports_electronic, l10n_no_saft, l10n_pe_edi",both,Move field definition to core
account.transfer.model.name,account_auto_transfer,l10n_generic_auto_transfer_demo,both,Move field definition to core
account.bank.statement.import.name,"account_bank_statement_import_qif, account_bank_statement_import_ofx, account_bank_statement_import, account_bank_statement_import_csv, l10n_be_coda, account_bank_statement_import_camt",,views,Consider moving field definition to core if views manipulate same data
partner_id,"website_forum, l10n_cl_edi, l10n_mx_edi_extended, csl_invoice, coupon, sale, l10n_ch, repair, stock, industry_fsm_report, l10n_cl_edi_stock, l10n_ar, account_sepa_direct_debit, l10n_de_pos_cert, csl_rma, sale_renting, l10n_gcc_invoice, l10n_mx_edi, account, l10n_ca, purchase, l10n_ae, l10n_cl, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
report_type,"hr_payroll, csl_product, hr_expense, event, web, account_batch_payment, point_of_sale, l10n_be_hr_payroll_273S_274, l10n_be_hr_payroll, hr_holidays, sh_report_section, purchase_requisition, mrp_account_enterprise, l10n_fr_hr_payroll, stock, base, hr_timesheet, l10n_fr_pos_cert, l10n_in_hr_payroll, extra_addons, account_test, csl_rma, csl_project_repair, sale_renting, l10n_it_stock_ddt, hr, pos_l10n_se, sign",,views,Consider moving field definition to core if views manipulate same data
report_name,"hr_payroll, csl_product, hr_expense, event, web, account_batch_payment, point_of_sale, l10n_be_hr_payroll_273S_274, l10n_be_hr_payroll, hr_holidays, sh_report_section, purchase_requisition, mrp_account_enterprise, l10n_fr_hr_payroll, stock, base, hr_timesheet, l10n_fr_pos_cert, l10n_in_hr_payroll, extra_addons, account_test, csl_rma, csl_project_repair, sale_renting, l10n_it_stock_ddt, hr, pos_l10n_se, sign",,views,Consider moving field definition to core if views manipulate same data
report_file,"hr_payroll, hr_expense, event, web, account_batch_payment, point_of_sale, l10n_be_hr_payroll_273S_274, l10n_be_hr_payroll, hr_holidays, sh_report_section, purchase_requisition, mrp_account_enterprise, l10n_fr_hr_payroll, base, hr_timesheet, l10n_fr_pos_cert, l10n_in_hr_payroll, extra_addons, account_test, csl_rma, csl_project_repair, sale_renting, l10n_it_stock_ddt, hr, sign",,views,Consider moving field definition to core if views manipulate same data
paperformat_id,"csl_sale, csl_project_repair, csl_product, l10n_be_hr_payroll, hr_holidays, event, account_batch_payment, csl_rma, csl_purchase, csl_invoice",,views,Consider moving field definition to core if views manipulate same data
binding_type,"hr_payroll, hr_expense, event, web, account_batch_payment, point_of_sale, l10n_be_hr_payroll, hr_holidays, sh_report_section, purchase_requisition, mrp_account_enterprise, l10n_fr_hr_payroll, base, hr_timesheet, l10n_in_hr_payroll, extra_addons, account_test, csl_rma, csl_project_repair, sale_renting, hr, sign",,views,Consider moving field definition to core if views manipulate same data
binding_view_types,"website_sale, hr_payroll, csl_product, helpdesk, fetchmail, hr_expense, resource, account_batch_payment, csl_compress_product_image, bista_convert_product, mass_mailing, csl_sale, account_invoice_extract, sale, test_action_bindings, l10n_be_hr_payroll, csl_timesheet, hr_holidays, l10n_ph, purchase_requisition, sh_purchase_tags, stock, base, industry_fsm_report, hr_expense_extract, mrp_workorder, payment, csl_account, l10n_in_hr_payroll, csl_rma, hr_payroll_edit_lines, project, marketing_automation, csl_project_repair, crm, mrp_account, sh_merge_purchase_order, stock_picking_batch, account, bista_aws_s3_file_storage, purchase, csl_purchase, printnode_base, crm_sms, sms",,views,Consider moving field definition to core if views manipulate same data
account.batch.payment.name,"account_batch_payment, csl_account",,views,Consider moving field definition to core if views manipulate same data
id,"industry_fsm_report, hr_payroll, l10n_co_edi, l10n_de_pos_cert, account, l10n_in_hr_payroll, sign",,views,Consider moving field definition to core if views manipulate same data
payment_method_id,"l10n_mx_edi, account",,views,Consider moving field definition to core if views manipulate same data
amount,"hr_payroll, l10n_be_hr_payroll, account, l10n_mx_edi, l10n_fr_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
partner_bank_id,"l10n_ar, account_sepa_direct_debit, account, l10n_ch, l10n_ch_qriban",,views,Consider moving field definition to core if views manipulate same data
description,"hr_expense, base",,views,Consider moving field definition to core if views manipulate same data
user_id,"industry_fsm_report, sale, mail, sale_renting, hr_expense, l10n_de_pos_cert, stock_picking_batch, mrp, purchase",,views,Consider moving field definition to core if views manipulate same data
account.analytic.account.name,"sale_subscription, analytic, project, account_budget",mrp_account_enterprise,both,Move field definition to core
get,"account_saft, account_consolidation, l10n_us_check_printing, digest, l10n_ca_check_printing, account_reports, l10n_lu_saft",,views,Consider moving field definition to core if views manipulate same data
groups,"website_sale, website_crm_partner_assign, test_access_rights, website_forum, account_followup, resource, timesheet_grid, hr_expense, website_livechat, hr_skills, sale_ebay, event_sms, website_event_track, mail, gamification, auth_totp_portal, website_blog, pos_sale, hr_gamification, sale_project, marketing_automation_sms, website_slides_forum, sale_subscription, iap, hr_presence, payment, sale_expense, website_event_track_exhibitor, timer, website_membership, hr_work_entry, csl_project_repair, helpdesk_timesheet, website_customer, stock_sms, website_event_sale, calendar_sms, website_sale_wishlist, website_event_meet, crm_sms, sms",,views,Consider moving field definition to core if views manipulate same data
display_name,"industry_fsm_report, mail, portal, csl_rma, stock",,views,Consider moving field definition to core if views manipulate same data
write_date,"csl_sale, csl_project_repair, csl_rma, csl_purchase, csl_invoice",,views,Consider moving field definition to core if views manipulate same data
note,"sale, l10n_cl_edi_stock, l10n_it_stock_ddt, l10n_in_hr_payroll, stock",,views,Consider moving field definition to core if views manipulate same data
create_date,"sign, csl_rma, website_forum",,views,Consider moving field definition to core if views manipulate same data
rate,"l10n_be_hr_payroll, l10n_fr_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
account.disallowed.expenses.category.name,"account_disallowed_expenses, account_disallowed_expenses_fleet",,views,Consider moving field definition to core if views manipulate same data
fleet.vehicle.name,"fleet, hr_fleet, account_disallowed_expenses_fleet, l10n_be_hr_payroll_fleet, account_fleet",,views,Consider moving field definition to core if views manipulate same data
perm_read,"website_sale, website_forum, account_followup, resource, timesheet_grid, website_livechat, note, auth_totp, hr_skills, event_sms, website_event_track, mail, gamification, auth_totp_portal, sale_project, marketing_automation_sms, sale_subscription, hr_presence, sale_expense, website_event_track_exhibitor, timer, website_membership, hr_work_entry, csl_project_repair, helpdesk_timesheet, l10n_mx_edi, stock_sms, website_event_sale, calendar_sms, website_event_meet, crm_sms, website_crm_partner_assign",,views,Consider moving field definition to core if views manipulate same data
print_report_name,"hr_payroll, csl_project_repair, csl_product, l10n_be_hr_payroll, sale_renting, hr_expense, event, l10n_it_stock_ddt, hr, sh_report_section, point_of_sale, purchase_requisition, mrp_account_enterprise, extra_addons, csl_rma",,views,Consider moving field definition to core if views manipulate same data
country_id,"l10n_it_stock_ddt, base",,views,Consider moving field definition to core if views manipulate same data
mail.activity.name,"account_reports, calendar, mail",,views,Consider moving field definition to core if views manipulate same data
account.financial.html.report.name,account_reports_cash_basis,"l10n_at_reports, l10n_es_reports, l10n_ch_reports, l10n_lu_reports, l10n_no_reports, l10n_fi_reports, l10n_fr_reports, l10n_dk_reports, l10n_be_reports, l10n_mn_reports, l10n_lt_reports, l10n_in_reports",both,Move field definition to core
start_date,"account_sepa_direct_debit, l10n_in_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
end_date,"account_sepa_direct_debit, l10n_in_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
account.fiscal.position.name,"l10n_ar, account_taxcloud, csl_account",account_taxcloud,both,Move field definition to core
product.category.name,"account_taxcloud, purchase, purchase_stock","csl_product, csl_project_repair, sale_renting, pos_restaurant",both,Move field definition to core
perm_write,"website_sale, website_forum, resource, timesheet_grid, website_livechat, note, auth_totp, hr_skills, website_event_track, mail, gamification, auth_totp_portal, website_event_track_exhibitor, timer, website_membership, hr_work_entry, csl_project_repair, helpdesk_timesheet, l10n_mx_edi, website_event_sale, sale_expense, website_event_meet, sale_project, website_crm_partner_assign",,views,Consider moving field definition to core if views manipulate same data
perm_create,"website_sale, website_forum, resource, timesheet_grid, website_livechat, note, auth_totp, hr_skills, website_event_track, mail, gamification, auth_totp_portal, website_event_track_exhibitor, timer, website_membership, hr_work_entry, csl_project_repair, helpdesk_timesheet, l10n_mx_edi, website_event_sale, sale_expense, website_event_meet, sale_project, website_crm_partner_assign",,views,Consider moving field definition to core if views manipulate same data
perm_unlink,"website_sale, website_forum, resource, timesheet_grid, website_livechat, note, auth_totp, hr_skills, website_event_track, mail, gamification, auth_totp_portal, website_event_track_exhibitor, timer, website_membership, hr_work_entry, csl_project_repair, helpdesk_timesheet, l10n_mx_edi, website_event_sale, sale_expense, website_event_meet, sale_project, website_crm_partner_assign",,views,Consider moving field definition to core if views manipulate same data
approval.category.name,"approvals_purchase, approvals",,views,Consider moving field definition to core if views manipulate same data
approval.product.line.name,"approvals_purchase_stock, approvals_purchase, approvals",,views,Consider moving field definition to core if views manipulate same data
product_id,"website_sale, l10n_cl_edi, l10n_mx_edi_extended, l10n_in, csl_invoice, sale_stock, csl_sale, l10n_co_edi, l10n_mx_edi_stock, mrp, account_edi_ubl, repair, stock, sale_purchase, l10n_ar, approvals_purchase, l10n_in_purchase, csl_rma, l10n_in_sale, delivery, sale_quotation_builder, csl_website, csl_project_repair, sale_renting, l10n_gcc_invoice, l10n_mx_edi, purchase_stock, purchase, l10n_cl_edi_stock, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
quantity,"hr_payroll, sale_subscription, l10n_co_edi, l10n_be_hr_payroll, l10n_gcc_invoice, hr_expense, l10n_cl_edi, account, account_edi_ubl, l10n_fr_hr_payroll, csl_invoice, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
product_uom_id,"l10n_co_edi, l10n_gcc_invoice, l10n_mx_edi_stock, l10n_cl_edi, l10n_mx_edi, account, mrp, csl_invoice, stock",,views,Consider moving field definition to core if views manipulate same data
approval.request.name,"approvals_purchase_stock, approvals_purchase, approvals",,views,Consider moving field definition to core if views manipulate same data
reference,"hr_expense, sale_renting_sign, sign",,views,Consider moving field definition to core if views manipulate same data
res.users.name,"google_calendar, csl_product, web_mobile, hr_expense, auth_totp, hr_skills, l10n_be_hr_payroll, hr_holidays, voip_onsip, ob_chatter_position, partner_firstname, hr_attendance, l10n_uk_reports, microsoft_calendar, auth_signup, csl_login, mail_github, hr_contract_sign, documents_hr, hr_fleet, hr_appraisal, auth_oauth, voip, approvals, hr_maintenance, hr_holidays_attendance, hr_org_chart, hr_contract, sign",,views,Consider moving field definition to core if views manipulate same data
base.automation.name,"base_automation, base_automation_hr_contract",,views,Consider moving field definition to core if views manipulate same data
crm.activity.report.name,"crm, crm_enterprise",,views,Consider moving field definition to core if views manipulate same data
crm.lead.name,"crm_enterprise_iap_lead_website, voip_crm, crm_sms, crm_iap_lead_website, sale_crm, sale_renting_crm, crm, crm_iap_lead_enrich, crm_enterprise_partner_assign, event_crm, crm_helpdesk, crm_iap_lead, website_crm_partner_assign",,views,Consider moving field definition to core if views manipulate same data
stock.picking.name,"mrp_subcontracting, stock_account, csl_sale, stock_barcode, l10n_mx_edi_stock_extended, csl_photos, l10n_mx_edi_stock, stock, website_sale_stock, purchase_by_line_routes, csl_rma, delivery_ups, quality_control, delivery, csl_project_repair, l10n_it_stock_ddt, stock_enterprise, stock_picking_batch, delivery_barcode, stock_move_location, l10n_cl_edi_stock",,views,Consider moving field definition to core if views manipulate same data
delivery.carrier.name,"delivery_dhl, delivery_fedex, delivery_easypost, shipengine_shipping_integration_ex, delivery_bpost, website_sale_delivery, shipengine_shipping_integration, delivery_usps, delivery_ups, delivery",,views,Consider moving field definition to core if views manipulate same data
product.packaging.name,"delivery_easypost, delivery",,views,Consider moving field definition to core if views manipulate same data
iot.device.name,"mrp_workorder_iot, delivery_iot, quality_iot, iot",,views,Consider moving field definition to core if views manipulate same data
stock.picking.type.name,"stock_barcode, delivery_iot, mrp, stock_move_location, stock",csl_rma,both,Move field definition to core
choose.delivery.package.name,"delivery_iot, delivery",,views,Consider moving field definition to core if views manipulate same data
sale.order.name,"website_sale, sale_crm, sale_product_configurator, event_sale, csl_sale, sale, sale_margin, sh_report_section, shipengine_shipping_integration_ex, partner_commission, sale_subscription, sale_timesheet, sale_management, csl_rma, sale_stock_renting, l10n_in_sale, delivery_ups, delivery, sale_quotation_builder, csl_website, csl_project_repair, sale_product_matrix, sale_amazon, sale_renting, sale_account_taxcloud, sale_coupon, sale_expense, sale_renting_sign, sale_project",,views,Consider moving field definition to core if views manipulate same data
mail.activity.type.name,"documents, csl_rma, mail","test_mail, crm, sale_ebay_account_deletion, point_of_sale, product_expiry",both,Move field definition to core
documents.document.name,"documents, documents_spreadsheet",,views,Consider moving field definition to core if views manipulate same data
create_uid,"sign, website_forum",,views,Consider moving field definition to core if views manipulate same data
res.partner.groups_id,"documents, sale_subscription, mrp_subcontracting, sale, csl_contacts, helpdesk, crm, product, point_of_sale, purchase, project, sign",,views,Consider moving field definition to core if views manipulate same data
hr.employee.name,"hr_payroll, hr_expense, hr_skills, l10n_be_hr_payroll, csl_timesheet, hr_holidays, csl_attendance, hr_attendance, hr_gamification, hr_timesheet, l10n_be_hr_contract_salary, hr_presence, hr_contract_sign, documents_hr, hr_fleet, hr_appraisal, hr_attendance_kiosk_break, planning, hr_holidays_attendance, hr_maintenance, hr_org_chart, hr_contract","hr_payroll, l10n_be_hr_contract_salary",both,Move field definition to core
hr.payroll.281.45.wizard.name,"documents_l10n_be_hr_payroll, l10n_be_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
hr.payroll.281.10.wizard.name,"documents_l10n_be_hr_payroll, l10n_be_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
sign.template.name,"documents_sign, sign",,views,Consider moving field definition to core if views manipulate same data
spreadsheet.template.name,documents_spreadsheet,"documents_spreadsheet_crm, documents_spreadsheet_account",both,Move field definition to core
event.event.name,"mass_mailing_event_track, website_event_track_gantt, website_event_track, event_enterprise, website_event_twitter_wall, website_event, mass_mailing_event, website_event_sale, event_barcode, website_event_track_social, website_event_track_exhibitor, event_crm, website_event_social, event_sale, website_event_questions",,views,Consider moving field definition to core if views manipulate same data
event.registration.name,"event_barcode, website_event_questions, event_enterprise, event_crm",,views,Consider moving field definition to core if views manipulate same data
barcode,"csl_product, stock",,views,Consider moving field definition to core if views manipulate same data
fleet.vehicle.cost.report.name,"fleet, fleet_dashboard",,views,Consider moving field definition to core if views manipulate same data
helpdesk.team.name,"helpdesk_repair, website_helpdesk, website_helpdesk_form, website_helpdesk_forum, helpdesk, website_helpdesk_livechat, helpdesk_timesheet, helpdesk_account, helpdesk_sale_timesheet, website_helpdesk_slides, helpdesk_sale_coupon, helpdesk_stock","helpdesk, helpdesk_sale_timesheet",both,Move field definition to core
helpdesk.stage.name,helpdesk,helpdesk,both,Move field definition to core
helpdesk.ticket.type.name,helpdesk,helpdesk,both,Move field definition to core
helpdesk.tag.name,helpdesk,helpdesk,both,Move field definition to core
helpdesk.sla.name,helpdesk,helpdesk,both,Move field definition to core
helpdesk.ticket.name,"helpdesk_repair, website_helpdesk_forum, helpdesk, helpdesk_sale_timesheet_edit, helpdesk_timesheet, helpdesk_sale, helpdesk_account, helpdesk_sale_timesheet, helpdesk_sale_coupon, helpdesk_stock","helpdesk_repair, helpdesk, helpdesk_sale_timesheet",both,Move field definition to core
project.task.name,"csl_custom, industry_fsm_report, csl_project_repair_assignee_log, sale_project, csl_project_repair, sale_timesheet, sale_timesheet_edit, csl_photos, csl_timesheet, project_forecast, industry_fsm_sale, helpdesk_fsm, pad_project, project_repair_workflow, project_enterprise, project, industry_fsm","helpdesk_fsm, helpdesk_sale_timesheet",both,Move field definition to core
helpdesk.ticket.groups_id,"helpdesk_repair, helpdesk_sale_timesheet_edit, helpdesk_sale, helpdesk_sale_timesheet, helpdesk_stock",,views,Consider moving field definition to core if views manipulate same data
sale.order.partner_id,csl_project_repair,"website_sale, sale_renting, helpdesk_sale, helpdesk_sale_timesheet, sale_stock_renting",both,Move field definition to core
sale.order.partner_invoice_id,csl_project_repair,"website_sale, sale_renting, helpdesk_sale, helpdesk_sale_timesheet, sale_stock_renting",both,Move field definition to core
sale.order.partner_shipping_id,csl_project_repair,"website_sale, sale_renting, helpdesk_sale, helpdesk_sale_timesheet, sale_stock_renting",both,Move field definition to core
sale.order.line.name,"sale, csl_rma","website_sale, sale_renting, helpdesk_sale, helpdesk_sale_timesheet, sale_stock_renting",both,Move field definition to core
project.project.name,"industry_fsm_report, sale_project, sale_timesheet, csl_timesheet, project_timesheet_forecast_sale, project_forecast, helpdesk_timesheet, industry_fsm_sale, pad_project, project, industry_fsm","csl_project_repair, helpdesk_sale_timesheet",both,Move field definition to core
account.analytic.line.name,"csl_timesheet, analytic, sale_timesheet, industry_fsm","helpdesk_timesheet, hr_timesheet, helpdesk_sale_timesheet",both,Move field definition to core
employee_id,"industry_fsm_report, hr_payroll, hr_contract_salary_payroll, l10n_be_hr_payroll, hr_expense, l10n_in_hr_payroll, helpdesk_sale_timesheet, l10n_fr_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
unit_amount,"industry_fsm_report, helpdesk_sale_timesheet, hr_expense",,views,Consider moving field definition to core if views manipulate same data
stock.move.name,"mrp_subcontracting, stock_enterprise, mrp_mps, stock_picking_batch, mrp, purchase_stock, product_expiry, delivery, stock",helpdesk_stock,both,Move field definition to core
lot_id,"csl_project_repair, csl_rma, mrp, product_expiry, repair, stock",,views,Consider moving field definition to core if views manipulate same data
project.project.groups_id,"helpdesk_timesheet, sale_timesheet, project_forecast",,views,Consider moving field definition to core if views manipulate same data
hr.appraisal.name,"hr_appraisal, hr_appraisal_survey",,views,Consider moving field definition to core if views manipulate same data
hr.department.name,"hr_timesheet, csl_timesheet, hr_holidays, hr_expense, hr_recruitment, hr_appraisal, hr_attendance","test_l10n_be_hr_payroll_account, l10n_be_hr_contract_salary",both,Move field definition to core
hr.department.groups_id,"hr_timesheet, hr_holidays, hr_expense, hr_recruitment, hr_appraisal, hr_attendance",,views,Consider moving field definition to core if views manipulate same data
hr.employee.base.name,"hr_holidays, hr_org_chart, hr_appraisal, hr_gamification, hr_skills",,views,Consider moving field definition to core if views manipulate same data
hr.job.name,"website_hr_recruitment, hr_recruitment_survey, hr_recruitment, hr_referral, hr_appraisal, hr_contract_salary","csl_project_repair, test_l10n_be_hr_payroll_account, l10n_be_hr_contract_salary",both,Move field definition to core
hr.departure.wizard.name,"hr_holidays, hr_contract, hr_appraisal, hr_fleet",,views,Consider moving field definition to core if views manipulate same data
survey.survey.name,"website_slides_survey, hr_appraisal_survey",,views,Consider moving field definition to core if views manipulate same data
hr.contract.salary.advantage.name,hr_contract_salary,"l10n_be_hr_contract_salary, hr_contract_salary",both,Move field definition to core
ir.attachment.name,"bista_aws_s3_file_storage, website, google_spreadsheet","website_sale_digital, sale_renting_sign, sign, hr_contract_salary",both,Move field definition to core
sign.item.name,sign,hr_contract_salary,both,Move field definition to core
hr.contract.salary.personal.info.name,hr_contract_salary,"l10n_be_hr_contract_salary, hr_contract_salary",both,Move field definition to core
hr.contract.salary.resume.name,hr_contract_salary,"l10n_be_hr_contract_salary, hr_contract_salary_payroll, hr_contract_salary",both,Move field definition to core
hr.applicant.name,"hr_referral, hr_recruitment_survey, hr_contract_salary",test_l10n_be_hr_payroll_account,both,Move field definition to core
display_type,"sale, l10n_co_edi, l10n_gcc_invoice, account, industry_fsm_sale_report, hr_contract_salary, purchase, csl_invoice",,views,Consider moving field definition to core if views manipulate same data
hr.contract.name,"hr_payroll, l10n_be_hr_contract_salary, hr_contract_salary_payroll, l10n_be_hr_payroll, hr_contract_sign, hr_contract, l10n_in_hr_payroll, l10n_be_hr_payroll_273S_274, hr_contract_salary, hr_payroll_account, l10n_be_hr_payroll_posted_employee, l10n_fr_hr_payroll, l10n_be_hr_payroll_fleet, l10n_be_hr_payroll_impulsion","hr_payroll, hr_contract, l10n_be_hr_contract_salary",both,Move field definition to core
generate.simulation.link.name,"l10n_be_hr_contract_salary, hr_contract_salary",,views,Consider moving field definition to core if views manipulate same data
contract_id,"l10n_fr_hr_payroll, l10n_be_hr_payroll_fleet",,views,Consider moving field definition to core if views manipulate same data
hr.employee.groups_id,"hr_attendance, hr_presence, hr_contract_sign",,views,Consider moving field definition to core if views manipulate same data
sign.request.name,"sign, hr_contract_sign",,views,Consider moving field definition to core if views manipulate same data
hr.expense.name,"sale_expense, hr_expense_extract, hr_expense",,views,Consider moving field definition to core if views manipulate same data
hr.payroll.structure.name,"hr_payroll_account, hr_payroll","hr_payroll, l10n_fr_hr_payroll, l10n_in_hr_payroll, l10n_be_hr_payroll",both,Move field definition to core
hr.salary.rule.name,"hr_payroll_account, hr_payroll","hr_payroll, hr_payroll_expense, l10n_be_hr_payroll, l10n_in_hr_payroll, l10n_fr_hr_payroll",both,Move field definition to core
net_wage,"hr_payroll, l10n_be_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
hr.payslip.input.type.name,hr_payroll,"l10n_be_hr_payroll, hr_payroll_expense",both,Move field definition to core
total,"hr_payroll, l10n_fr_hr_payroll, l10n_be_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
